book_url,review_id,reviewer,reviewer_url,rating,created_at,review_text,spoiler_label
https://www.goodreads.com/book/show/133227651-angsa-dan-kelelawar,kca://review:goodreads/amzn1.gr.review:goodreads.v1.Od2djzJ7RK3SxEk44erLeA,Hestia Istiviani,https://www.goodreads.com/user/show/15605093-hestia-istiviani,5,1682329142088.0,"Manusia adalah makhluk lemah. Secara naluriah, mereka akan berusaha mencari-cari cara untuk menutupi kesalahannya. Ekspresiku setelah menyelesaikan Angsa dan Kelelawar dalam empat hari: 🤔😔😱😭🥲🥹 Alkisah seorang pengacara, Shirashi Kensuke, ditemukan meninggal dunia dengan pisau menancap pada tubuhnya dalam sebuah mobil yang terparkir di pinggir jalanan Tokyo. Dua ponselnya hilang. Namun dompet dan surat berharganya masih ada. Ini bukan perampokan. Melainkan pembunuhan. Jauh di Prefektur Aichi, ada seorang pensiunan hidup sendiri bernama Kuraki Tetsuro. Putra semata wayangnya, Kuraki Kazuma, sudah pindah ke Tokyo sejak kuliah dan istrinya meninggal dunia belasan tahun lalu. Hidupnya di Aichi tenang dan dikenal sebagai sosok baik hati. Bagaimana bisa jarak yang jauh antara Tokyo dan Aichi menghubungkan keduanya dalam sebuah kasus pembunuhan? Terlebih lagi, Tatsuro-san mengakui bahwa kematian Kensuke-san bukanlah tindak pembunuhan yang pertama kali baginya. Untuk penikmat novel Keigo Higashino, pola bercerita ""Why Dunnit"" bukanlah yang pertama kalinya. Higashino-sensei pernah melakan hal serupa dalam novel Yôgisha X No Kenshin - Kesetiaan Mr. X . Novel itu mendapat sambutan baik. Bahkan sudah berulangkali diadaptasi ke dalam bentuk film di beberapa negara. Ketika Higashino-sensei hadir kembali dengan topik yang sama, pasti pembaca punya ekspektasi lebih. Seperti judulnya, Angsa dan Kelelawar, menampilkan dua karakteristik manusia yang berbeda. Diwakili pula dengan warna hitam dan putih--yang kemudian menjadi nuansa untuk sampul edisi terjemahan Indonesianya. Meski ini hanya tebakan sotoy , tapi rasanya Higashino-sensei ingin menanamkan bahwa dua tokoh utama dalam buku ini punya kepribadian yang saling bertentangan. Dan sebagaimana warna hitam dan putih, tidak bisa menyatu begitu saja. Cerita dibuka dengan dua detektif (Godai dan Nakamachi) berkeliling mencari informasi terkait siapa yang sekiranya berpotensi membunuh Shirashi Kensuke. Lalu bergulir terus hingga pada saat Kuraki Tatsuro mengakui bahwa itu semua adalah ulahnya. Godai dan Nakamachi tentu senang jika sebuah kasus bisa selesai dengan cepat. Apalagi sang pelaku kooperatif sejak penangkapan di rumahnya hingga pemeriksaan dan persiapan persidangan. Kalau begitu saja, tentu Angsa dan Kelelawar tidak perlu sampai setebal 560 halaman. Masalahnya dimulai ketika sang anak dari Shirashi Kensuke dan Kuraki Tatsuro merasa bahwa ""Ayah tidak seperti ini!"" Pembaca mungkin akan merasa bahwa Kuraki Kazuma hanya denial untuk mendapatkan informasi bahwa ayahnya adalah terdakwa pembunuhan. Hidupnya yang sudah nyaman di Tokyo tentu akan berubah total. Diskriminasi dari masyarakat sudah bukan sesuatu yang bisa terelakkan lagi. Begitu pula dengan Shirashi Mirei, putri dari Kensuke-san. Oleh Higashino-sensei, pembaca diajak memiliki simpati terhada keluarga korban. Bahwa wajar saja Mirei-san mengejar kebenaran atas kasus itu. Toh dengan begitu, keluarga korban bisa menuntut hukuman seberat-beratnya kepada terdakwa. But as the story goes , ada banyak bukti dan pernyataan yang janggal. Hal yang mendorong Mirei-san dan Kazuma-san melakukan investigasi pribadi. Membuka lembaran demi lembaran cerita kedua ayah mereka yang tidak pernah dibagikan kepada orang lain. Hanya mereka Kensuke-san dan Tatsuro-san saja yang tahu. ...menggoyahkan kedudukan Angsa dan Kelelawar. Masih seperti novel Higashino-sensei yang lain, ia adalah penulis yang piawai dalam mendeskripsikan lingkungan sekitar. Bagiku, Angsa dan Kelelawar ini seperti kombinasi antara Kesetiaan Mr. X dengan The Newcomer - Pembunuhan di Nihonbashi . Pembaca diajak berjalan-jalan di lingkungan sekitar Tokyo dengan deskripsi khas ala Higashino-sensei: tentang kegiatan masyarakat di sana, angin yang berembus, jenis masakan yang dipesan oleh tokoh. Bahkan tidak hanya itu, dalam novel ini diceritakan juga tokoh-tokoh yang pergi ke Prefektur Aichi dan Nagoya. Higashino-sensei menjelaskan kereta apa yang bisa membawa para tokoh ke tempat itu, apakah ada oleh-oleh khas atau destinasi wisata unik di sana. Hanya karena membacanya saja, aku jadi ingin ikut pelesir ke tempat-tempat itu. Selain itu, karena pada novel ini juga terlibat pengacara dari pihak Terdakwa dan Korban, maka pembaca juga jadi belajar (minimal aku sendiri) tentang undang-undang pidana di Jepang. Bagaimana sebuah undang-undang terkait program Partisipasi Korban direvisi dan apa benefitnya untuk korban. Poin ini mengingatkanku pada novel-novelnya John Grisham. Dan yang tidak kalah menarik ialah bagaimana Higashino-sensei mengaduk emosiku sebagai pembaca. Setiap babnya diramu pendek-pendek dengan ujung yang kerap bersifat menggantung. Membuatku penasaran dan bergumam, ""Yasudah, satu bab lagi lah."" Aku jadi ingin tahu juga rahasia apa yang mencoba ditutupi oleh Tatsuro-kun. Pada tengah-tengah perjalanan bacaku, aku sempat mengintip beberapa resensi di Internet tentang novel ini. Salah seorang pembaca mengatakan bahwa Angsa dan Kelelawar punya nuansa melebihi Kesetiaan Mr. X....dan aku setuju. Bagi mereka yang sudah membaca Kesetiaan Mr. X (dan semoga masih ingat) pasti tahu motif mengapa pelaku melakukan hal tersebut. Dalam Angsa dan Kelelawar, motifnya beyond that feeling . Ada banyak perasaan (atau emosi) manusia yang ditumpahkan dan menjadi motif pembunuhan. Ada penyesalan (ini yang utama), dendam, bersalah, dan cinta. Semua itu terangkai dengan baik dalam Angsa dan Kelelawar. Meskipun tebal, perjalanan baca Angsa dan Kelelawar bagiku menyenangkan. Pace bercerita Higashino-sensei tidaklah cepat, tapi mungkin karena itulah emosi para tokohnya bisa sampai kepadaku. Aku juga ikut kesal pada bagian dimana Kazuma-san dapat perilaku doxxing dari warganet begitu berita tentang ayahnya muncul di media massa. Terbayang bagaimana Kazuma-san berusaha untuk tidak membaca berita-berita dan mengakses akun media sosialnya. Juga bagaimana perasaan Tatsuro-san dan Kensuke-san ketika semua tabir tipu-tipu itu terbongkar. Dan kemudian muncul pertanyaan sok filosofisku: kalau sudah begitu keadaannya, kebenaran terungkap, mampukan kita menetralkan perasaan dan meminta maaf kepada korban? Maka, tidak salah jika banyak pembaca yang mengatakan kalau, ""This book is more than Devotion of Suspect X"" . Aku pun menyetujuinya. ***Aku mendapat Salinan Pembaca Pertama (Advanced Reader Copy) dari Penerbit Gramedia Pustaka Utama sebagai bahan untuk membuat resensi***",0
https://www.goodreads.com/book/show/133227651-angsa-dan-kelelawar,kca://review:goodreads/amzn1.gr.review:goodreads.v1.otZR4XBrk1YUONTLieV1fA,Tia Ayu Sulistyana (tiareadsbooks),https://www.goodreads.com/user/show/6196013-tia-ayu-sulistyana-tiareadsbooks,5,1685006861461.0,"•read• 4.5/5⭐️ Detektif Godai dan Nakamachi tengah menyelidiki kasus pembunuhan Shiraishi Kensuke yang ditemukan tewas ditikam dalam mobil. Kuraki Tatsuro pun mengaku sebagai pembunuh Shiraishi! Klo pelaku udah mengaku, case closed dan tamat dong?🧐 Gak sesederhana itu, ghes! Penyelesaian ceritanya malah makin menarik, rumit, dan bikin penasaran!🤩 Pemecahan kasus di buku ini menggunakan metode 'whydunnit' dimana meski Tatsuro telah mengaku, motifnya terasa janggal. Apalagi bagi Kuraki Kazuma, putra pelaku serta Shiraishi Mirei, putri korban yang memiliki keraguan. Ketika menemukan keganjalan, keduanya berusaha menyelidiki dan menguak kebenarannya. Wah, aku suka kombinasi penyelidikan detektif dan warga sipil gini! Kudos untuk Godai yang memecahkan kasus ini dengan insting tajamnya! Gak hanya itu, Kazuma dan Mirei pun berperan penting menguak kebenaran kasus yang mencengangkan dan menyakitkan ini. Cara Keigo mengeksekusi cerita begitu memikat, rapi, dan terstruktur. Konflik yang berlapis-lapis serta alur cerita yang maju-mundur berhasil dipertahankan dengan baik. Saking page-turnernya, buku dengan tebal 560 hlm ini aku habiskan dalam 4 hari aja! Terjemahannya pun ngalir dan enak dibaca~ Baca buku ini bikin perasaan campur aduk. Ya kaget, geram, sedih, prihatin, takjub, dan terharu. Kebenaran yang terungkap jadi plot twist yang unpredictable dan mind blowing! As always, Keigo berhasil menunjukkan emosi dan sisi humanis para tokohnya. Pembaca dibuat bersimpati dan merasakan dilema tokohnya. Moral lesson yang bisa kita ambil yaitu tentang rasa bersalah yang menyiksa, penyesalan, dan karma kehidupan. All in all, aku suka dan puas banget pas baca Angsa dan Kelelawar! Highly recommended deh! Buku ini tuh paket lengkap karena seperti gabungan buku-buku Keigo sebelumnya. 🔘Plot twist-nya yang unpredictable dan mind-blowing bikin kinglet sama The Devotion of Suspect X - Kesetiaan Mr. X . 🔘Benang merah yang menghubungkan kasus baru dan lampau, juga tokoh-tokohnya yang saling berkaitan mirip sama Keajaiban Toko Kelontong Namiya . 🔘Mirei dan Kazuma yang notabene warga sipil tapi berusaha menyelidiki kasus ayah mereka pun gak jauh beda sama Takeshi dan Mayo di Black Showman dan Pembunuhan di Kota Tak Bernama . 🔘Pas baca buku ini, kita akan diajak jalan-jalan ke sekitaran Tokyo dan Prefektur Aichi, yah vibe-nya kayak baca The Newcomer - Pembunuhan di Nihonbashi gitu lah~ Klo kalian udah baca buku-buku itu, pasti bakalan paham maksudku~😉 Oh, ada romance tipis-tipis-nya juga loh!🥰 Aku pun banyak dapet insight baru tentang prosedur penyelidikan dan sistem peradilan di Jepang yang dijelaskan dengan begitu rinci dan detail! P.S. Menurutku, salah satu poin minus dari buku ini yaitu nama tokohnya yang lumayan banyak dan bikin mupeng. Selain itu, buat orang yang gak terlalu suka cerita yang slow pace dan detail banget, mungkin akan bosen sama buku ini. #tiareadsbooks #tiawritesreviews ••• FAVE QUOTES: ❝Manusia adalah makhluk lemah. Secara naluriah, mereka akan berusaha mencari-cari cara untuk menutupi kesalahannya.❞ —Page 101 ❝Anda boleh melarikan diri jika sudah tidak kuat. Anda boleh memejamkan mata dan menutup telinga rapat-rapat. Yang tidak boleh Anda lakukan adalah memaksakan diri.❞ —Page 263 ❝Kebenaran dalam suatu kasus dianggap sudah terungkap ketika pelaku mengakui sendiri kejahatannya. Lalu kebenaran itulah yang dijadikan dasar untuk mengadili pelaku. Namun, ada pihak yang menyangsikan kebenaran tersebut. Selama ini Mirei menganggap hanya dirinya dan Ayako-lah yang merasa seperti itu. Ternyata Mirei salah, ada pihak lain yang juga merasakan hal yang sama. Keluarga pelaku juga menyangsikan kebenaran.❞ —Page 274-275 ❝Aku ingin mengetahui kebenaran. Demi itu, aku bersedia menemui siapa pun, bahkan jika diperlukan, aku mau saja diajak be Keria sama. Kalau hanya bersikap seperti Ibu, aku tidak akan pernah bisa memahami kebenarannya. Yang namanya kebenaran tidak akan bisa kaupahami semudah itu. Sekalipun kau berhasil memahaminya, itu bukan hal penting.❞ —Page 386 ❝Begitu rupanya... Tapi tetap saja saya tidak mengerti. Saya tidak bisa memahami perasaan itu. Cahaya dan bayangan, siang dan malam, ibarat angsa dan kelelawar terbang bersama menuju langit. Itu pengandaian yang tepat sekali. Posisi mereka berdua persis seperti itu. Tapi, bukan berarti mereka berdua menganggap hal ini sebagai sesuatu yang normal. Kazuma sendiri kelihatan tidak nyaman menceritakan percakapannya dengan Shiraishi-san.❞ —Page 419 ❝Menurutku, sudah saatnya kau mengutamakan kebahagiaan orang yang masih hidup.❞ —Page 521 ❝Shiraishi Mirei-san dan Kuraki Kazuma-san. Cahaya dan kegelapan, siang dan malam—keduanya berdiri di posisi yang berseberangan. Tapi, justru karena itulah ada sesuatu yang hanya dipahami mereka berdua. Bahkan boleh jadi tumbuh semacam ikatan di antara keduanya.❞ —Page 537",0
https://www.goodreads.com/book/show/133227651-angsa-dan-kelelawar,kca://review:goodreads/amzn1.gr.review:goodreads.v1.z53nWtqkCZwULPOymBxtWA,Shafira Indika,https://www.goodreads.com/user/show/108948054-shafira-indika,5,1686412869968.0,"Sepertinya ini jadi buku tertebal yang aku baca tahun ini dan masuk ke list buku-buku yang berkesan buatku. Awalnya sempet pesimis dengan buku 550an halaman ini, takut bosen di tengah jalan (apalagi aku sering moody gitu kalo lagi baca buku wkwkwk). Ternyata hal itu gak aku alamin sama sekali. Jujur ini buku Keigo Higashino kedua yang kubaca, tapi buku pertama yang bertemakan murder mystery yang kubaca dari penulis tersebut. Jadi aku kurang familiar dengan gaya berceritanya hehe makanya di awal sempet takut bosen. Selama membaca buku ini, aku sukaa banget sama gaya bercerita Keigo Higashino. Pace-nya slow, penggambaran latar dan karakternya jelas, penjelasannya runtut, asik banget dah pokoknya! Yang paling kusuka lagi adalah penulis bener-bener ngajak aku sbg pembaca buat menyelami karakter-karakter tiap tokohnya. Aku sukaabanget novel yang begitu. Karakter tokohnya bener-bener kerasa hidup dan aku jadi ikutan larut dalam emosi yang campur aduk disini. Tindakan manusia didasari emosi mereka dan itu ga bisa dipahami dengan mudah karena seringkali emosi manusia itu campur aduk. Itu hal yang aku dapatkan dari cerita ini. Intinya, buku ini keren. Tapi cukup bikin pusing karena kasusnya rada berlapis, penyelidikan & pengungkapan faktanya juga menurutku cukup berbelit—in a good way, maksudkuu ini emang karena kasusnya ternyata berlapis ya kebenarannya ga langsung jreng keungkap gituu loh jadi ya wajar aja kalo penyelidikannya berputar kemana-mana. Hal itu yang bikin aku puyeng dikit dalam mencernanya. Tapi seru! Aku emang suka dibikin puyeng dalam mencerna cerita (asal ga sampe pusing yg bener2 bingung karena ceritanya gajelas) hehehe😉 dan murder mystery memang seru dibikin berputar-putar. Makanya aku enjoy baca buku ini. Satu lagi, chapternya pendek2 dan gantung. Jadi tiap mau kelar tuh selalu mikir ""eh satu bab lagi deh baru tidur"" lalu keterusan deh hehehehe Overall, it's really good! Harus baca!",0
https://www.goodreads.com/book/show/133227651-angsa-dan-kelelawar,kca://review:goodreads/amzn1.gr.review:goodreads.v1.KlbXHTIRgMPK0rigW7pJ_g,Pauline Destinugrainy,https://www.goodreads.com/user/show/4883578-pauline-destinugrainy,4,1685026020137.0,"Shiraishi Kensuke, seorang pengacara, ditemukan tewas terbunuh di dalam mobil. Kepolisian yang mengusut kasus ini menyertakan Godai Tsutomu sebagai detektif. Dibantu oleh Nakamachi, keduanya mencari pembunuh Kensuke. Pencarian membawa mereka menemui seorang yang bernama Kuraki Tatsuro untuk dimintai keterangan sebagai saksi. Tak disangka beberapa waktu kemudian Tatsuro mengakui dirinya sebagai pembunuh Kensuke dan seorang lainnya tiga puluh tiga tahun yang silam. Shiraishi Mirei, anak dari Kensuke, memiliki firasat bahwa ada sesuatu yang janggal dari kasus ayahnya. Di lain pihak, Kuraki Kazuma (anak dari Tatsuro) juga menyangsikan pengakuan ayahnya. Keduanya diam-diam melakukan penyelidikan menggali masa lalu orang tua mereka demi mendapatkan kebenaran. Akhirnya saya kembali merasakan sensasi membaca novel setebal 560 halaman dalam sehari. Dengan mengambil POV orang ketiga, kisahnya diceritakan dengan runtut dan detail. Kadang saya menemukan pengulangan cerita yang sama tapi dari sudut pandang tokoh yang berbeda. Mungkin ini ditujukan untuk membuka perspektif pembaca sendiri bahwa terkadang pemikirian itu muncul dari berbagai kepala. Menariknya lagi, dalam novel ini, pembaca bukan saja disajikan misteri tetapi juga sistem pengadilan di Jepang. Meski pembunuhnya sudah mengaku di awal cerita, penyelidikan atas kebenaran seusungguhnya baru dimulai di pertengahan novel ini. Saya dibuat penasaran, kapan kedua anak dari korban dan tersangka bertemu? Apa yang mereka lakukan? Rasa penasaran ini membuat saya tidak berhenti membaca. Pada awal membaca cerita ini, saya bertanya-tanya, siapa yang menjadi Angsa? Dan siapa yang menjadi Kelelawar? Kenapa dua hewan ini yang digunakan sebagai ikon untuk kisah misteri pembunuhan? Di halaman 419 barulah saya mendapatkan jawabannya. Pihak pelaku dan pihak korban, mereka berdiri di posisi bertentangan sebagai musuh, tapi memiliki tujuan yang sama... Cahaya dan bayangan, siang dan malam, ibarat angsa dan kelelawar terbang bersama menuju langit. Satu poin plus dari novel ini adalah gambar covernya. Bagus banget. Sederhana tapi estetik, plus aksen huruf timbulnya. Dan sisipan roman tipis-tipis antara Mirei dan Kazuma bikin senyum-senyum sendiri saat membacanya.",0
https://www.goodreads.com/book/show/133227651-angsa-dan-kelelawar,kca://review:goodreads/amzn1.gr.review:goodreads.v1.wKjw0CqHb43MH7ecqBAgRw,Rachel Yuska,https://www.goodreads.com/user/show/2547747-rachel-yuska,2,1686685121160.0,"Premisnya keren tapi eksekusinya tidak sesuai harapan. Karena suka Suspect X dan Malice, saya memiliki ekspektasi terlalu tinggi untuk buku ini ternyata mirip Surat Kematian. Repetitif, dragging, narasinya tidak greget (banyak kosakata baiklah, wow mencengangkan, mengagumkan, cerdas). Banyak bagian yang bisa dihilangkan dan dipersingkat. Ketika pelaku utama mengaku jadinya antiklimaks karena terlalu banyak diajak berputar-putar. I've wasted my 2 days. Cerita sesungguhnya baru dimulai di halaman 400an. Bebek Slamet dan Paniki yang anyep.",0
https://www.goodreads.com/book/show/133227651-angsa-dan-kelelawar,kca://review:goodreads/amzn1.gr.review:goodreads.v1.SPh1t_hd_7iuPv_51CPjSw,Pradnya Paramitha,https://www.goodreads.com/user/show/16988916-pradnya-paramitha,3,1684659684093.0,"Sejujurnya aku kurang cocok dengan writing style Keigo Higashino ini (dan novel jepang pada umumnya sih--kecuali Maria Beetle). Karena menurutku kaku dan kesannya anyep gitu. Untuk asian lit di genre ini, aku merasa lebih cocok dengan penulis-penulis Korea. Tapi tiap kali Keigo Higashino nerbitin buku baru dalam bahasa indo, aku selalu impulsif beli. Wkwk. Kayak buku ini, yang aku CO bahkan tanpa baca blurb-nya. Bisa dibilang love-hate relationship gak sih ini 🤣🤣 Angsa dan Kelelawar mengisahkan tentang pembunuhan pengacara Shiraishi Kensuke oleh Tatsuro Kuraki. Meski pelakunya udah ngaku, masih banyak kejanggalan yang dirasakan oleh Mirei Shiraishi (anak korban) dan Kazuma Kuraki (anak pelaku). Lantas mereka bekerja sama untuk mengungkap kebenarannya. Idenya sungguh brilian. Kayaknya dari dunia mana pun belum pernah ada keluarga korban yang mau kerja sama dengan keluarga pelaku. Namun, harus kuakui kalau aku lumayan struggle membaca novel ini hingga halaman 350an. Soalnya plotnya berjalan lambat, dan banyak sekali penjelasan yang diulang-ulang. Misalnya kronologo pembunuhan versi Kuraki itu diulang mungkin ada kali 5x. Pas adegan Kazuma sama pengacara dijelasin detail, pas adegan Mirei sama pengacara dijelasin lagi, ntar di obrolan para detektif diulang lagi penjelasannya. Ini yang menurutku membuat plotnya terasa lambat dan membosankan. Menurutku bisa diskip penjelasannya karena pembaca sudah tahu dan nggak menambahkan informasi baru. Plot berkembang pesat setelah Mirei dan Kazuma akhirnya bertemu. Yup, mereka baru bertemu dan kemudian bekerja sama di atas halaman 300. Tapi dari sini jadi semakin seru, karena semakin banyak kejanggalan-kejanggalan yang muncul. Apa yang aku suka dari buku ini adalah, aku nggak punya dugaan apa pun di awal. Biasanya kalau baca genre ini aku akan sibuk mencurigai semua orang sebagai pelaku. Tapi di novel ini enggak. Meski aku tahu Kuraki nggak jahat (gatau kenapa kayak udah mikir gini sejak baca blurb), aku nggak punya bayangan apa yang sebenarnya terjadi. Baru di atas halaman 400an aku bisa menduga-duga, dan dugaanku tepat. Hahaha. Overall, ini bacaan yang menyenangkan dan aku suka banget karakter Mirei Shiraishi yang kuat. Covernya keren banget!",0
https://www.goodreads.com/book/show/133227651-angsa-dan-kelelawar,kca://review:goodreads/amzn1.gr.review:goodreads.v1.YoWe7U66QeHQ2aiIoKGbLw,Vio Reads,https://www.goodreads.com/user/show/68332083-vio-reads,5,1684897201059.0,"Buku Keigo Higashino punya ciri khas sendiri terkait motif pembunuhan yang dilakukan pelaku, ada saja sisi psikologis yang bikin kita ikut bersimpati 🫶🏻🏅 #VioReads2023 Buku terbaru Keigo sensei kali ini bercerita tentang pembunuhan pengacara terkenal bernama Shirashi Kensuke. Ini tipe buku yang pelakunya udah ketauan duluan di awal ya, sisa penyelidikannya mencari motif aja. Aku nganggepnya sih buku Angsa dan Kelelawar terbagi menjadi 2 part. Pertama dari divisi penyelidikan kepolisian metropolitan, yang sesuai banget sama prosedur dan tata cara. Bagian kedua, diselidiki oleh anaknya pelaku, yaitu Kazuma, dan anaknya korban, yaitu Mirei. Tentunya mereka awam dan berdasarkan intuisi aja. Aku kagum, sih, bagaimana anak dari korban dan pelaku bisa kerjasama, unik bgt 😂. Karena mereka juga detail, apa aja mereka temukan kejanggalannya. Mulai dari kesaksian Kuraki, pelaku yaitu ayahnya Kazuma, tentang handphone, foto-foto lama, tanggal kepindahan, pertemuan awal, dll. Ditambah lagi, kasus ini ada kaitannya juga dengan kasus lain di 30 tahun lalu. Wow! Kasus dibalut kasus. Keigo sensei idenya makin unik ya, hahaha 😂. Ciri khas di buku ini bukan tentang penyelidikan aja, namun mengenai kebenaran yang harus terkuak. Makanya pembaca akan lebih banyak baca paparan dari sisi anak korban dan pelaku, karena mereka melihat banyak kejanggalan dan ada yang gak tepat gitu. Fakta-fakta yang ditemukan juga banyak yang tidak sesuai dengan kesaksian pelaku, namun susah nemuin buktinya. Aku juga banyak belajar terkait persidangan, loh! Biasanya kan kalau buku kayak gini cuma tentang pembunuhannya dan prosesnya. Tapi disini dijelajah lebih jauh lagi. Ada yang namanya sistem partisipasi korban (aku baru tahu), jaksa penuntut, hakim awam, kasus kadaluwarsa, pengacara yang nyari banyak bukti untuk meringankan hukuman, dan sebaliknya untuk memberatkan hukuman. Buku ini alurnya agak slow ya manteman 🥲, kadangkala pacenya gak terjaga jadi ada yang bosan. Tapi disitulah kita jadi lebih kenal sama pelaku, yaitu Kuraki. Rasa-rasanya aku jadi kenal dia secara personal😂, karena dijelasin dari banyak sudut pandang. Dan tokohnya juga buanyak banget, awalnya aku kelabakan untuk inget semuanya. But thankfully karena 500+ hal, makin kebelakang udah paham. Overall aku puas sama plot twistnya 🙈😆, sangat berkebalikan dengan fakta yang udah tertanam di otak kita sejak awal 🙃. Rate: 4.5/5🌟",0
https://www.goodreads.com/book/show/133227651-angsa-dan-kelelawar,kca://review:goodreads/amzn1.gr.review:goodreads.v1.-_JH6ysDyJSoHdEBdhSP_w,mars,https://www.goodreads.com/user/show/175868862-mars,5,1725709849304.0,"the first thickest book i've read. need 2 months in total to finally finish this book. buku keigo emang ga pernah bikin gagal buat ga bilang 'hah' ketika mau sampe ending. buku ini termasuk buku slow pace, yg dijelasin detail sedetail mungkin kejadian demi kejadian yg terjadi, serta sebab akibatnya. keren bgt menurutku karena bikin pembacanya jd ikutan berpikir langkah selanjutnya yg harus diambil. butuh waktu lama krn ternyata buku ini juga menguras energi banget despite bagus banget. cant wait to read another keigo's books",0
https://www.goodreads.com/book/show/133227651-angsa-dan-kelelawar,kca://review:goodreads/amzn1.gr.review:goodreads.v1.CFQ7Gg7Aux_TzT-hoUGJkQ,Faira ,https://www.goodreads.com/user/show/1469981-faira,4,1684382949918.0,"3,75/5. Sisanya untuk cover yang elegan",0
https://www.goodreads.com/book/show/133227651-angsa-dan-kelelawar,kca://review:goodreads/amzn1.gr.review:goodreads.v1.kqxfa9k6jvz8567bLgW35w,Dinur A.,https://www.goodreads.com/user/show/11821583-dinur-a,4,1712489713816.0,"(+) - No brainer: gaya menulis Higashino yg nuanced dan nagih. Gue resmi mendaulat beliau sebagai auto-buy sejak Malice - Dari semua buku Higashino yang udah gue baca, buku inilah pertama kalinya pengalaman membaca gue dibarengi bayangan dorama dgn musik instrumental setiap kali ada adegan Kazuma-Mirei. Mungkin karena setting-nya kali ini kental bgt di jembatan, kota tua, dan sungai kali ya, tanpa lupa diimbangi dgn unsur metropolitannya. Romantis-romantis gimana gitu. - Gue suka analogi Angsa dan Kelelawar-nya, in a way konsep yg sama juga applicable buat situasi Orie-Tatsuro - Dinamika senpai-kōhai antara Godai dan Nakamachi yang cukup gemes, ditambah adiksi mereka akan satu restoran 🤣 - Kebenaran kasus yang cukup menyentuh dan nyentil kerumitan conscience manusia - Romance setipis tisu 2-ply dibelah - Endingnya. Gue mungkin psikopat bagi sebagian besar pembaca, tapi gue paling suka kalo ada kapal pesiar karam 😈 (-) - Gue setuju sama beberapa reviewer yg bilang kalau penyelesaian kasus ini bisa selesai kalaupun seluruh buku dipotong jadi hanya 3/4-nya. Draaagggingg bgt. Terlalu banyak sesi ngobrol dan pengulangan di sesi ngobrol selanjutnya 🥱 - Kasus yang ternyata nggak se-wow kasus-kasus Higashino lainnya yg udah gue baca - Typo-nya bikin nyebut sih Final score: 3,69",0
